,region,from,to,forecast,index,biomass,coal,imports,gas,nuclear,other,hydro,solar,wind
265,North Wales and Merseyside,2019-05-15T21:30Z,2019-05-15T22:00Z,197,moderate,7.9,0.0,0.0,48.8,7.2,0,4.7,0.0,31.4
266,North Wales and Merseyside,2019-05-15T22:00Z,2019-05-15T22:30Z,175,moderate,7.9,0.0,0.1,43.5,9.6,0,5.0,0.0,33.9
267,North Wales and Merseyside,2019-05-15T22:30Z,2019-05-15T23:00Z,152,low,6.3,0.0,1.3,36.3,13.5,0,4.0,0.0,38.6
268,North Wales and Merseyside,2019-05-15T23:00Z,2019-05-15T23:30Z,138,low,3.7,0.0,0.0,34.3,15.0,0,3.8,0.0,43.2
269,North Wales and Merseyside,2019-05-15T23:30Z,2019-05-16T00:00Z,133,low,2.6,0.0,0.0,32.9,14.3,0,2.5,0.0,47.7
270,North Wales and Merseyside,2019-05-16T00:00Z,2019-05-16T00:30Z,130,low,2.1,0.0,0.4,31.9,14.5,0,3.1,0.0,48.0
271,North Wales and Merseyside,2019-05-16T00:30Z,2019-05-16T01:00Z,137,low,1.9,0.0,0.4,33.2,13.8,0,4.2,0.0,46.5
272,North Wales and Merseyside,2019-05-16T01:00Z,2019-05-16T01:30Z,150,low,1.9,0.0,0.3,37.3,13.4,0,4.6,0.0,42.5
273,North Wales and Merseyside,2019-05-16T01:30Z,2019-05-16T02:00Z,150,low,2.0,0.0,0.3,37.4,14.4,0,2.7,0.0,43.2
274,North Wales and Merseyside,2019-05-16T02:00Z,2019-05-16T02:30Z,148,low,2.1,0.0,0.2,36.9,14.5,0,2.5,0.0,43.8
275,North Wales and Merseyside,2019-05-16T02:30Z,2019-05-16T03:00Z,140,low,2.4,0.0,0.1,35.7,15.1,0,2.8,0.0,43.9
276,North Wales and Merseyside,2019-05-16T03:00Z,2019-05-16T03:30Z,130,low,2.6,0.0,0.0,32.7,15.6,0,3.0,0.0,46.1
277,North Wales and Merseyside,2019-05-16T03:30Z,2019-05-16T04:00Z,124,low,2.2,0.0,0.0,30.9,14.6,0,5.1,0.0,47.2
278,North Wales and Merseyside,2019-05-16T04:00Z,2019-05-16T04:30Z,135,low,1.9,0.0,0.4,31.5,13.2,0,6.7,0.1,46.2
279,North Wales and Merseyside,2019-05-16T04:30Z,2019-05-16T05:00Z,189,moderate,1.1,0.0,12.0,31.9,7.8,0,3.7,1.4,42.1
280,North Wales and Merseyside,2019-05-16T05:00Z,2019-05-16T05:30Z,238,moderate,0.1,0.0,14.7,42.6,0.5,0,0.2,4.2,37.7
281,North Wales and Merseyside,2019-05-16T05:30Z,2019-05-16T06:00Z,246,moderate,0.0,0.0,14.2,44.1,0.0,0,0.0,7.2,34.5
282,North Wales and Merseyside,2019-05-16T06:00Z,2019-05-16T06:30Z,262,high,0.0,9.0,1.7,44.7,0.0,0,0.0,10.9,33.7
283,North Wales and Merseyside,2019-05-16T06:30Z,2019-05-16T07:00Z,239,moderate,0.0,8.1,0.0,43.6,0.0,0,0.0,14.0,34.3
284,North Wales and Merseyside,2019-05-16T07:00Z,2019-05-16T07:30Z,207,moderate,0.0,4.1,0.0,45.3,0.0,0,1.2,16.5,32.9
285,North Wales and Merseyside,2019-05-16T07:30Z,2019-05-16T08:00Z,181,moderate,0.7,2.5,0.0,40.3,2.5,0,2.3,18.2,33.5
286,North Wales and Merseyside,2019-05-16T08:00Z,2019-05-16T08:30Z,165,moderate,0.5,1.5,0.0,40.6,1.3,0,3.1,21.0,32.0
287,North Wales and Merseyside,2019-05-16T08:30Z,2019-05-16T09:00Z,135,low,0.6,0.0,0.0,35.5,2.4,0,3.6,24.2,33.7
288,North Wales and Merseyside,2019-05-16T09:00Z,2019-05-16T09:30Z,117,low,0.7,0.1,0.0,30.4,4.0,0,2.7,26.6,35.5
289,North Wales and Merseyside,2019-05-16T09:30Z,2019-05-16T10:00Z,100,low,0.9,0.0,0.0,26.1,5.8,0,2.8,27.4,37.0
290,North Wales and Merseyside,2019-05-16T10:00Z,2019-05-16T10:30Z,88,low,0.8,0.0,0.0,22.3,6.2,0,2.8,31.2,36.7
291,North Wales and Merseyside,2019-05-16T10:30Z,2019-05-16T11:00Z,93,low,0.6,0.0,0.0,22.7,5.7,0,3.2,32.7,35.1
292,North Wales and Merseyside,2019-05-16T11:00Z,2019-05-16T11:30Z,104,low,0.6,0.0,0.0,26.6,5.3,0,2.0,32.3,33.2
293,North Wales and Merseyside,2019-05-16T11:30Z,2019-05-16T12:00Z,104,low,0.8,0.0,0.0,25.6,5.5,0,2.3,32.8,33.0
294,South Wales,2019-05-15T11:30Z,2019-05-15T12:00Z,309,high,0.0,0.0,0.0,78.6,0.0,0,0.0,18.0,3.4
295,South Wales,2019-05-15T12:00Z,2019-05-15T12:30Z,310,high,0.0,0.0,0.0,79.0,0.0,0,0.0,17.7,3.3
296,South Wales,2019-05-15T12:30Z,2019-05-15T13:00Z,310,high,0.0,0.0,0.0,78.2,0.0,0,0.0,18.4,3.4
297,South Wales,2019-05-15T13:00Z,2019-05-15T13:30Z,319,high,0.0,0.0,0.0,80.8,0.0,0,0.0,16.1,3.1
298,South Wales,2019-05-15T13:30Z,2019-05-15T14:00Z,326,high,0.0,0.0,0.0,82.4,0.0,0,0.0,14.5,3.1
299,South Wales,2019-05-15T14:00Z,2019-05-15T14:30Z,335,high,0.0,0.0,0.0,84.9,0.0,0,0.0,12.3,2.8
300,South Wales,2019-05-15T14:30Z,2019-05-15T15:00Z,342,high,0.0,0.0,0.0,86.8,0.0,0,0.0,10.7,2.5
301,South Wales,2019-05-15T15:00Z,2019-05-15T15:30Z,349,high,0.0,0.0,0.0,88.4,0.0,0,0.0,9.2,2.4
302,South Wales,2019-05-15T15:30Z,2019-05-15T16:00Z,356,high,0.0,0.0,0.0,90.4,0.0,0,0.0,7.6,2.0
303,South Wales,2019-05-15T16:00Z,2019-05-15T16:30Z,358,high,0.0,0.0,0.0,91.0,0.0,0,0.0,6.9,2.1
304,South Wales,2019-05-15T16:30Z,2019-05-15T17:00Z,361,very high,0.0,0.0,0.0,91.4,0.0,0,0.0,6.4,2.2
305,South Wales,2019-05-15T17:00Z,2019-05-15T17:30Z,364,very high,0.0,0.0,0.0,92.4,0.0,0,0.0,5.5,2.1
306,South Wales,2019-05-15T17:30Z,2019-05-15T18:00Z,368,very high,0.0,0.0,0.0,93.2,0.0,0,0.0,4.5,2.3
307,South Wales,2019-05-15T18:00Z,2019-05-15T18:30Z,373,very high,0.0,0.0,0.0,94.6,0.0,0,0.0,3.0,2.4
308,South Wales,2019-05-15T18:30Z,2019-05-15T19:00Z,376,very high,0.0,0.0,0.0,95.7,0.0,0,0.0,1.6,2.7
309,South Wales,2019-05-15T19:00Z,2019-05-15T19:30Z,378,very high,0.0,0.0,0.0,96.2,0.0,0,0.0,0.6,3.2
310,South Wales,2019-05-15T19:30Z,2019-05-15T20:00Z,378,very high,0.0,0.0,0.0,96.4,0.0,0,0.0,0.1,3.5
311,South Wales,2019-05-15T20:00Z,2019-05-15T20:30Z,376,very high,0.0,0.0,0.0,95.7,0.0,0,0.0,0.0,4.3
312,South Wales,2019-05-15T20:30Z,2019-05-15T21:00Z,372,very high,0.0,0.0,0.0,94.8,0.0,0,0.0,0.0,5.2
313,South Wales,2019-05-15T21:00Z,2019-05-15T21:30Z,368,very high,0.0,0.0,0.0,93.9,0.0,0,0.0,0.0,6.1
314,South Wales,2019-05-15T21:30Z,2019-05-15T22:00Z,363,very high,0.0,0.0,0.0,92.4,0.0,0,0.0,0.0,7.6
315,South Wales,2019-05-15T22:00Z,2019-05-15T22:30Z,358,high,0.0,0.0,0.0,91.6,0.0,0,0.0,0.0,8.4
316,South Wales,2019-05-15T22:30Z,2019-05-15T23:00Z,352,high,0.0,0.0,0.0,89.7,0.0,0,0.0,0.0,10.3
317,South Wales,2019-05-15T23:00Z,2019-05-15T23:30Z,350,high,0.0,0.0,0.0,88.8,0.0,0,0.0,0.0,11.2
318,South Wales,2019-05-15T23:30Z,2019-05-16T00:00Z,349,high,0.0,0.0,0.0,88.5,0.0,0,0.0,0.0,11.5
319,South Wales,2019-05-16T00:00Z,2019-05-16T00:30Z,353,high,0.0,0.0,0.0,89.7,0.0,0,0.0,0.0,10.3
320,South Wales,2019-05-16T00:30Z,2019-05-16T01:00Z,357,high,0.0,0.0,0.0,90.4,0.0,0,0.0,0.0,9.6
321,South Wales,2019-05-16T01:00Z,2019-05-16T01:30Z,363,very high,0.0,0.0,0.0,92.3,0.0,0,0.0,0.0,7.7
322,South Wales,2019-05-16T01:30Z,2019-05-16T02:00Z,364,very high,0.0,0.0,0.0,92.6,0.0,0,0.0,0.0,7.4
323,South Wales,2019-05-16T02:00Z,2019-05-16T02:30Z,365,very high,0.0,0.0,0.0,92.8,0.0,0,0.0,0.0,7.2
324,South Wales,2019-05-16T02:30Z,2019-05-16T03:00Z,287,high,2.0,0.0,4.7,72.1,7.4,0,0.8,0.0,13.0
325,South Wales,2019-05-16T03:00Z,2019-05-16T03:30Z,255,moderate,3.4,0.0,5.4,63.4,11.1,0,1.2,0.0,15.5
326,South Wales,2019-05-16T03:30Z,2019-05-16T04:00Z,219,moderate,4.6,0.0,5.0,53.6,15.4,0,3.0,0.0,18.4
327,South Wales,2019-05-16T04:00Z,2019-05-16T04:30Z,205,moderate,5.5,0.0,2.0,48.8,17.4,0,5.1,0.1,21.1
328,South Wales,2019-05-16T04:30Z,2019-05-16T05:00Z,225,moderate,4.6,0.0,0.3,53.6,15.2,0,4.5,0.9,20.9
329,South Wales,2019-05-16T05:00Z,2019-05-16T05:30Z,277,high,2.5,0.0,0.2,67.7,8.6,0,2.3,2.4,16.3
330,South Wales,2019-05-16T05:30Z,2019-05-16T06:00Z,313,high,1.0,0.0,0.1,77.2,3.6,0,1.0,4.1,13.0
331,South Wales,2019-05-16T06:00Z,2019-05-16T06:30Z,334,high,0.0,0.0,0.0,84.5,0.0,0,0.0,5.7,9.8
332,South Wales,2019-05-16T06:30Z,2019-05-16T07:00Z,339,high,0.0,0.0,0.0,86.2,0.0,0,0.0,6.0,7.8
333,South Wales,2019-05-16T07:00Z,2019-05-16T07:30Z,338,high,0.0,0.0,0.0,86.9,0.0,0,0.0,6.6,6.5
334,South Wales,2019-05-16T07:30Z,2019-05-16T08:00Z,327,high,0.0,0.0,0.0,83.4,0.0,0,0.0,9.2,7.4
335,South Wales,2019-05-16T08:00Z,2019-05-16T08:30Z,324,high,0.0,0.0,0.0,81.8,0.0,0,0.0,10.4,7.8
336,South Wales,2019-05-16T08:30Z,2019-05-16T09:00Z,327,high,0.0,0.0,0.0,83.5,0.0,0,0.0,9.8,6.7
337,South Wales,2019-05-16T09:00Z,2019-05-16T09:30Z,320,high,0.0,0.0,0.0,82.2,0.0,0,0.0,11.3,6.5
338,South Wales,2019-05-16T09:30Z,2019-05-16T10:00Z,309,high,0.0,0.0,0.0,78.8,0.0,0,0.0,14.0,7.2
339,South Wales,2019-05-16T10:00Z,2019-05-16T10:30Z,301,high,0.0,0.0,0.0,77.1,0.0,0,0.0,15.8,7.1
340,South Wales,2019-05-16T10:30Z,2019-05-16T11:00Z,298,high,0.0,0.0,0.0,75.8,0.0,0,0.0,16.9,7.3
341,South Wales,2019-05-16T11:00Z,2019-05-16T11:30Z,300,high,0.0,0.0,0.0,76.4,0.0,0,0.0,16.7,6.9
342,South Wales,2019-05-16T11:30Z,2019-05-16T12:00Z,303,high,0.0,0.0,0.0,76.7,0.0,0,0.0,16.8,6.5
343,West Midlands,2019-05-15T11:30Z,2019-05-15T12:00Z,232,moderate,10.3,0.2,0.0,55.5,2.9,0,0.2,27.4,3.5
344,West Midlands,2019-05-15T12:00Z,2019-05-15T12:30Z,231,moderate,10.4,0.2,0.0,55.7,2.7,0,0.3,26.4,4.3
345,West Midlands,2019-05-15T12:30Z,2019-05-15T13:00Z,223,moderate,11.0,0.3,1.5,52.2,2.8,0,0.3,27.5,4.4
346,West Midlands,2019-05-15T13:00Z,2019-05-15T13:30Z,225,moderate,9.9,0.3,1.7,53.9,3.0,0,0.5,25.5,5.2
347,West Midlands,2019-05-15T13:30Z,2019-05-15T14:00Z,226,moderate,10.3,0.1,2.9,53.5,4.1,0,0.6,23.1,5.4
348,West Midlands,2019-05-15T14:00Z,2019-05-15T14:30Z,235,moderate,10.3,0.0,2.6,55.8,4.7,0,0.7,20.3,5.6
349,West Midlands,2019-05-15T14:30Z,2019-05-15T15:00Z,245,moderate,11.3,0.0,1.9,58.0,4.6,0,0.9,17.3,6.0
350,West Midlands,2019-05-15T15:00Z,2019-05-15T15:30Z,257,moderate,11.6,0.0,2.4,60.4,4.4,0,0.5,15.5,5.2
351,West Midlands,2019-05-15T15:30Z,2019-05-15T16:00Z,278,high,6.6,0.1,2.8,67.2,4.2,0,0.3,14.2,4.6
352,West Midlands,2019-05-15T16:00Z,2019-05-15T16:30Z,290,high,5.2,0.7,2.4,70.0,3.4,0,0.5,12.3,5.5
353,West Midlands,2019-05-15T16:30Z,2019-05-15T17:00Z,290,high,6.9,1.1,3.8,68.7,3.4,0,0.5,9.7,5.9
354,West Midlands,2019-05-15T17:00Z,2019-05-15T17:30Z,287,high,9.3,0.8,4.9,67.9,3.4,0,0.6,7.2,5.9
355,West Midlands,2019-05-15T17:30Z,2019-05-15T18:00Z,284,high,9.4,0.4,7.1,67.4,3.4,0,0.9,5.1,6.3
356,West Midlands,2019-05-15T18:00Z,2019-05-15T18:30Z,282,high,7.8,0.2,12.3,66.6,2.9,0,0.7,3.3,6.2
357,West Midlands,2019-05-15T18:30Z,2019-05-15T19:00Z,289,high,8.7,0.4,11.7,68.2,1.7,0,1.0,1.8,6.5
358,West Midlands,2019-05-15T19:00Z,2019-05-15T19:30Z,289,high,7.9,0.5,13.8,67.4,1.9,0,1.0,0.7,6.8
359,West Midlands,2019-05-15T19:30Z,2019-05-15T20:00Z,297,high,6.8,0.8,16.0,69.0,1.4,0,0.1,0.1,5.8
360,West Midlands,2019-05-15T20:00Z,2019-05-15T20:30Z,299,high,8.1,1.0,14.4,68.3,1.7,0,0.1,0.0,6.4
361,West Midlands,2019-05-15T20:30Z,2019-05-15T21:00Z,292,high,9.2,1.4,14.9,65.9,1.8,0,0.1,0.0,6.7
362,West Midlands,2019-05-15T21:00Z,2019-05-15T21:30Z,256,moderate,9.0,0.8,20.5,58.7,3.7,0,0.1,0.0,7.2
363,West Midlands,2019-05-15T21:30Z,2019-05-15T22:00Z,213,moderate,7.4,0.0,31.5,47.0,5.7,0,0.2,0.0,8.2
364,West Midlands,2019-05-15T22:00Z,2019-05-15T22:30Z,190,moderate,5.9,0.0,37.9,40.3,7.1,0,0.2,0.0,8.6
365,West Midlands,2019-05-15T22:30Z,2019-05-15T23:00Z,168,moderate,5.1,0.0,40.9,32.6,11.4,0,0.2,0.0,9.8
366,West Midlands,2019-05-15T23:00Z,2019-05-15T23:30Z,152,low,4.5,0.0,32.7,30.9,18.8,0,0.4,0.0,12.7
367,West Midlands,2019-05-15T23:30Z,2019-05-16T00:00Z,136,low,4.7,0.0,26.3,28.3,23.5,0,0.8,0.0,16.4
368,West Midlands,2019-05-16T00:00Z,2019-05-16T00:30Z,127,low,6.8,0.0,10.7,27.0,33.5,0,0.8,0.0,21.2
369,West Midlands,2019-05-16T00:30Z,2019-05-16T01:00Z,132,low,8.6,0.0,1.5,29.2,37.9,0,0.7,0.0,22.1
370,West Midlands,2019-05-16T01:00Z,2019-05-16T01:30Z,145,low,8.8,0.0,0.4,34.2,35.7,0,0.6,0.0,20.3
371,West Midlands,2019-05-16T01:30Z,2019-05-16T02:00Z,143,low,8.6,0.0,0.4,33.3,36.8,0,0.7,0.0,20.2
372,West Midlands,2019-05-16T02:00Z,2019-05-16T02:30Z,137,low,8.7,0.0,0.3,32.5,37.1,0,1.1,0.0,20.3
373,West Midlands,2019-05-16T02:30Z,2019-05-16T03:00Z,130,low,8.1,0.0,18.8,21.5,29.4,0,3.0,0.0,19.2
374,West Midlands,2019-05-16T03:00Z,2019-05-16T03:30Z,127,low,9.0,0.0,14.6,22.9,29.7,0,3.2,0.0,20.6
375,West Midlands,2019-05-16T03:30Z,2019-05-16T04:00Z,118,low,9.0,0.0,9.8,23.0,30.0,0,5.8,0.0,22.4
376,West Midlands,2019-05-16T04:00Z,2019-05-16T04:30Z,114,low,9.5,0.0,3.4,24.5,30.3,0,8.9,0.0,23.4
377,West Midlands,2019-05-16T04:30Z,2019-05-16T05:00Z,110,low,9.3,0.0,0.7,24.4,30.6,0,9.0,0.6,25.4
378,West Midlands,2019-05-16T05:00Z,2019-05-16T05:30Z,113,low,8.7,0.0,0.9,24.8,30.2,0,8.1,1.7,25.6
379,West Midlands,2019-05-16T05:30Z,2019-05-16T06:00Z,124,low,7.8,0.0,0.6,28.2,28.5,0,7.8,3.0,24.1
380,West Midlands,2019-05-16T06:00Z,2019-05-16T06:30Z,137,low,8.2,0.5,0.0,30.3,26.7,0,8.5,4.5,21.3
381,West Midlands,2019-05-16T06:30Z,2019-05-16T07:00Z,160,moderate,6.2,0.5,0.0,35.8,23.5,0,8.0,5.9,20.1
382,West Midlands,2019-05-16T07:00Z,2019-05-16T07:30Z,191,moderate,5.5,0.8,0.0,43.8,17.3,0,7.7,7.0,17.9
383,West Midlands,2019-05-16T07:30Z,2019-05-16T08:00Z,209,moderate,7.1,1.9,0.0,45.4,13.3,0,7.1,8.3,16.9
384,West Midlands,2019-05-16T08:00Z,2019-05-16T08:30Z,222,moderate,8.3,1.7,0.0,49.9,9.2,0,3.6,9.8,17.5
385,West Midlands,2019-05-16T08:30Z,2019-05-16T09:00Z,212,moderate,6.0,1.4,0.0,51.5,9.8,0,2.0,11.7,17.6
386,West Midlands,2019-05-16T09:00Z,2019-05-16T09:30Z,182,moderate,5.4,1.3,0.0,42.8,13.5,0,1.6,13.6,21.8
387,West Midlands,2019-05-16T09:30Z,2019-05-16T10:00Z,169,moderate,5.3,1.2,0.0,38.7,14.9,0,1.3,15.3,23.3
388,West Midlands,2019-05-16T10:00Z,2019-05-16T10:30Z,160,moderate,5.2,1.1,0.0,37.6,15.6,0,1.1,17.4,22.0
389,West Midlands,2019-05-16T10:30Z,2019-05-16T11:00Z,148,low,4.8,1.1,0.0,34.1,17.7,0,1.1,17.3,23.9
390,West Midlands,2019-05-16T11:00Z,2019-05-16T11:30Z,142,low,4.7,0.8,0.0,33.2,19.7,0,0.7,17.5,23.4
391,West Midlands,2019-05-16T11:30Z,2019-05-16T12:00Z,141,low,5.5,0.7,0.0,32.1,19.5,0,0.7,18.4,23.1
392,East Midlands,2019-05-15T11:30Z,2019-05-15T12:00Z,283,high,0.0,1.4,0.0,69.2,0.0,0,0.0,26.3,3.1
393,East Midlands,2019-05-15T12:00Z,2019-05-15T12:30Z,276,high,0.0,1.8,0.0,66.4,0.0,0,0.0,27.9,3.9
394,East Midlands,2019-05-15T12:30Z,2019-05-15T13:00Z,268,high,0.0,2.1,0.0,63.5,0.0,0,0.0,29.5,4.9
395,East Midlands,2019-05-15T13:00Z,2019-05-15T13:30Z,271,high,0.0,3.5,0.0,60.1,0.0,0,0.0,30.6,5.8
396,East Midlands,2019-05-15T13:30Z,2019-05-15T14:00Z,277,high,0.7,8.1,0.0,51.3,0.2,0,0.0,32.6,7.1
397,East Midlands,2019-05-15T14:00Z,2019-05-15T14:30Z,277,high,1.4,7.4,0.1,52.3,0.3,0,0.0,30.5,8.0
398,East Midlands,2019-05-15T14:30Z,2019-05-15T15:00Z,282,high,1.3,7.0,0.0,54.6,0.2,0,0.0,28.0,8.9
399,East Midlands,2019-05-15T15:00Z,2019-05-15T15:30Z,286,high,1.8,5.4,0.1,58.4,0.2,0,0.0,24.8,9.3
400,East Midlands,2019-05-15T15:30Z,2019-05-15T16:00Z,311,high,0.0,4.1,0.0,66.5,0.0,0,0.0,20.3,9.1
401,East Midlands,2019-05-15T16:00Z,2019-05-15T16:30Z,347,high,0.0,7.9,0.0,68.5,0.0,0,0.0,15.2,8.4
402,East Midlands,2019-05-15T16:30Z,2019-05-15T17:00Z,359,high,0.0,7.2,0.0,73.9,0.0,0,0.0,10.8,8.1
403,East Midlands,2019-05-15T17:00Z,2019-05-15T17:30Z,361,very high,0.0,6.0,0.0,77.7,0.0,0,0.0,8.2,8.1
404,East Midlands,2019-05-15T17:30Z,2019-05-15T18:00Z,359,high,0.0,3.8,0.0,82.4,0.0,0,0.0,5.8,8.0
405,East Midlands,2019-05-15T18:00Z,2019-05-15T18:30Z,364,very high,0.0,3.0,0.0,84.7,0.0,0,0.0,4.0,8.3
406,East Midlands,2019-05-15T18:30Z,2019-05-15T19:00Z,376,very high,0.0,3.6,0.0,86.5,0.0,0,0.0,2.1,7.8
407,East Midlands,2019-05-15T19:00Z,2019-05-15T19:30Z,387,very high,0.0,4.3,0.0,87.2,0.0,0,0.0,0.8,7.7
408,East Midlands,2019-05-15T19:30Z,2019-05-15T20:00Z,403,very high,0.0,6.4,0.0,86.8,0.0,0,0.0,0.1,6.7
409,East Midlands,2019-05-15T20:00Z,2019-05-15T20:30Z,412,very high,0.0,7.7,0.0,85.5,0.0,0,0.0,0.0,6.8
410,East Midlands,2019-05-15T20:30Z,2019-05-15T21:00Z,425,very high,0.0,10.3,0.0,83.4,0.0,0,0.0,0.0,6.3
411,East Midlands,2019-05-15T21:00Z,2019-05-15T21:30Z,425,very high,0.0,10.6,0.0,83.0,0.0,0,0.0,0.0,6.4
412,East Midlands,2019-05-15T21:30Z,2019-05-15T22:00Z,372,very high,0.3,7.0,4.9,80.7,0.0,0,0.0,0.0,7.1
413,East Midlands,2019-05-15T22:00Z,2019-05-15T22:30Z,320,high,0.0,0.0,13.8,78.7,0.0,0,0.0,0.0,7.5
414,East Midlands,2019-05-15T22:30Z,2019-05-15T23:00Z,314,high,0.0,0.0,16.0,76.2,0.0,0,0.0,0.0,7.8
415,East Midlands,2019-05-15T23:00Z,2019-05-15T23:30Z,304,high,0.4,0.0,16.6,74.3,0.8,0,0.0,0.0,7.9
416,East Midlands,2019-05-15T23:30Z,2019-05-16T00:00Z,290,high,1.8,0.0,17.9,69.0,3.8,0,0.0,0.0,7.5
417,East Midlands,2019-05-16T00:00Z,2019-05-16T00:30Z,307,high,3.7,0.0,7.1,73.0,7.9,0,0.1,0.0,8.2
418,East Midlands,2019-05-16T00:30Z,2019-05-16T01:00Z,336,high,3.3,0.0,0.9,83.1,4.6,0,0.0,0.0,8.1
419,East Midlands,2019-05-16T01:00Z,2019-05-16T01:30Z,346,high,2.1,0.0,0.0,88.6,1.8,0,0.0,0.0,7.5
420,East Midlands,2019-05-16T01:30Z,2019-05-16T02:00Z,342,high,3.4,0.0,0.0,85.7,3.0,0,0.0,0.0,7.9
421,East Midlands,2019-05-16T02:00Z,2019-05-16T02:30Z,334,high,3.8,0.0,0.0,84.4,3.4,0,0.0,0.0,8.4
422,East Midlands,2019-05-16T02:30Z,2019-05-16T03:00Z,360,very high,0.0,0.0,0.0,91.7,0.0,0,0.0,0.0,8.3
423,East Midlands,2019-05-16T03:00Z,2019-05-16T03:30Z,356,high,0.0,0.0,0.0,90.7,0.0,0,0.0,0.0,9.3
424,East Midlands,2019-05-16T03:30Z,2019-05-16T04:00Z,354,high,0.0,0.0,0.0,90.0,0.0,0,0.0,0.0,10.0
425,East Midlands,2019-05-16T04:00Z,2019-05-16T04:30Z,355,high,0.0,0.0,0.0,90.5,0.0,0,0.0,0.1,9.4
426,East Midlands,2019-05-16T04:30Z,2019-05-16T05:00Z,355,high,0.0,0.0,0.0,90.6,0.0,0,0.0,1.0,8.4
427,East Midlands,2019-05-16T05:00Z,2019-05-16T05:30Z,355,high,0.0,0.0,0.0,90.5,0.0,0,0.0,2.4,7.1
428,East Midlands,2019-05-16T05:30Z,2019-05-16T06:00Z,354,high,0.0,0.0,0.0,90.2,0.0,0,0.0,3.7,6.1
429,East Midlands,2019-05-16T06:00Z,2019-05-16T06:30Z,350,high,0.0,0.8,0.0,87.8,0.0,0,0.0,5.7,5.7
430,East Midlands,2019-05-16T06:30Z,2019-05-16T07:00Z,351,high,0.0,1.3,0.0,84.3,0.0,0,0.0,8.1,6.3
431,East Midlands,2019-05-16T07:00Z,2019-05-16T07:30Z,382,very high,0.0,6.7,0.0,78.9,0.0,0,0.0,9.0,5.4
432,East Midlands,2019-05-16T07:30Z,2019-05-16T08:00Z,404,very high,0.0,14.0,0.0,70.6,0.0,0,0.0,10.4,5.0
433,East Midlands,2019-05-16T08:00Z,2019-05-16T08:30Z,390,very high,0.0,13.0,0.0,68.6,0.0,0,0.0,13.1,5.3
434,East Midlands,2019-05-16T08:30Z,2019-05-16T09:00Z,377,very high,0.0,13.6,0.0,65.2,0.0,0,0.0,15.8,5.4
435,East Midlands,2019-05-16T09:00Z,2019-05-16T09:30Z,363,very high,0.0,10.3,0.0,66.6,0.0,0,0.0,17.5,5.6
436,East Midlands,2019-05-16T09:30Z,2019-05-16T10:00Z,375,very high,0.0,13.8,0.0,63.5,0.0,0,0.0,17.4,5.3
437,East Midlands,2019-05-16T10:00Z,2019-05-16T10:30Z,360,very high,0.0,13.0,0.0,60.0,0.0,0,0.0,21.1,5.9
438,East Midlands,2019-05-16T10:30Z,2019-05-16T11:00Z,369,very high,0.0,15.2,0.0,57.3,0.0,0,0.0,21.5,6.0
439,East Midlands,2019-05-16T11:00Z,2019-05-16T11:30Z,372,very high,0.0,17.7,0.0,52.3,0.0,0,0.0,23.2,6.8
440,East Midlands,2019-05-16T11:30Z,2019-05-16T12:00Z,366,very high,0.0,19.5,0.0,48.1,0.0,0,0.0,25.0,7.4
441,East England,2019-05-15T11:30Z,2019-05-15T12:00Z,114,low,0.0,0.0,0.0,28.8,27.6,0,0.0,38.0,5.6
442,East England,2019-05-15T12:00Z,2019-05-15T12:30Z,123,low,0.0,0.0,0.0,29.8,27.0,0,0.0,36.7,6.5
443,East England,2019-05-15T12:30Z,2019-05-15T13:00Z,144,low,0.0,0.0,0.0,36.3,24.5,0,0.0,32.6,6.6
444,East England,2019-05-15T13:00Z,2019-05-15T13:30Z,148,low,0.0,0.0,0.0,37.5,24.2,0,0.0,31.0,7.3
445,East England,2019-05-15T13:30Z,2019-05-15T14:00Z,153,low,0.0,0.0,0.0,39.0,24.3,0,0.0,28.9,7.8
446,East England,2019-05-15T14:00Z,2019-05-15T14:30Z,156,low,0.0,0.0,0.0,39.7,24.9,0,0.0,26.8,8.6
447,East England,2019-05-15T14:30Z,2019-05-15T15:00Z,161,moderate,0.0,0.0,0.0,40.4,25.4,0,0.0,24.6,9.6
448,East England,2019-05-15T15:00Z,2019-05-15T15:30Z,170,moderate,0.0,0.0,0.0,42.6,25.6,0,0.0,21.8,10.0
449,East England,2019-05-15T15:30Z,2019-05-15T16:00Z,184,moderate,0.0,0.0,0.0,46.6,25.3,0,0.0,18.1,10.0
450,East England,2019-05-15T16:00Z,2019-05-15T16:30Z,186,moderate,0.0,0.0,0.0,47.6,25.7,0,0.0,15.5,11.2
451,East England,2019-05-15T16:30Z,2019-05-15T17:00Z,183,moderate,0.0,0.0,0.0,46.4,27.2,0,0.0,13.0,13.4
452,East England,2019-05-15T17:00Z,2019-05-15T17:30Z,187,moderate,0.0,0.0,0.0,47.3,27.8,0,0.0,10.1,14.8
453,East England,2019-05-15T17:30Z,2019-05-15T18:00Z,191,moderate,0.0,0.0,0.0,48.9,28.0,0,0.0,7.2,15.9
454,East England,2019-05-15T18:00Z,2019-05-15T18:30Z,190,moderate,0.0,0.0,0.0,48.3,28.9,0,0.0,4.7,18.1
455,East England,2019-05-15T18:30Z,2019-05-15T19:00Z,190,moderate,0.0,0.0,0.0,48.4,29.3,0,0.0,2.4,19.9
