,geojson,ent_abr,id_dest,nombre
406,"{""type"":""Point"",""coordinates"":[-104.534093266,24.1264385640001]}",Dgo.,1475,"Aeropuerto Internacional de Durango, General Guadalupe Victoria, Durango"
407,"{""type"":""Point"",""coordinates"":[-101.479133825,20.985517262]}",Gto.,4391,"Aeropuerto Internacional de Guanajuato, Silao de la Victoria"
408,"{""type"":""Point"",""coordinates"":[-100.885528553532,20.544990482156]}",Gto.,4358,"Aeropuerto Nacional de Celaya, Celaya"
409,"{""type"":""Point"",""coordinates"":[-100.885441802,20.5449754000001]}",Gto.,107257,"Aeropuerto Celaya, Celaya"
410,"{""type"":""Point"",""coordinates"":[-101.502067442,20.890714315]}",Gto.,112233,"Fraccionamiento Aeropuerto, Romita"
411,"{""type"":""Point"",""coordinates"":[-101.341549828,20.9108194670001]}",Gto.,115348,"San Joaquín, Silao de la Victoria"
412,"{""type"":""Point"",""coordinates"":[-99.512975228,17.568271517]}",Gro.,113,"Aeropuerto Nacional de Chilpancingo, Chilpancingo de los Bravo"
413,"{""type"":""Point"",""coordinates"":[-99.7544478275415,16.7623338735696]}",Gro.,56,"Aeropuerto Internacional de Acapulco, General Juan N. Álvarez, Acapulco de Juárez"
414,"{""type"":""Point"",""coordinates"":[-101.463888671,17.6062499110001]}",Gro.,52,"Aeropuerto Internacional Ixtapa Zihuatanejo, Zihuatanejo de Azueta"
415,"{""type"":""Point"",""coordinates"":[-101.459525908,17.621218985]}",Gro.,120960,"Colonia Aeropuerto, Zihuatanejo de Azueta"
416,"{""type"":""Point"",""coordinates"":[-99.977287293,16.906500226]}",Gro.,104,"Base Aérea Militar Número 7, Acapulco de Juárez"
417,"{""type"":""Point"",""coordinates"":[-101.476604875,17.6013878430001]}",Gro.,121116,"Playa el Aeropuerto, Zihuatanejo de Azueta"
418,"{""type"":""Point"",""coordinates"":[-98.782670809,20.074316068]}",Hgo.,233,"Aeropuerto Nacional de Pachuca, Juan Guillermo Villasana, Pachuca de Soto"
419,"{""type"":""Point"",""coordinates"":[-103.304469085,20.5258080190001]}",Jal.,3891,"Aeropuerto Internacional de Guadalajara Don Miguel Hidalgo y Costilla - Terminal 2, Tlajomulco de Zúñiga"
420,"{""type"":""Point"",""coordinates"":[-103.301061232,20.5259098340001]}",Jal.,3892,"Aeropuerto Internacional de Guadalajara Don Miguel Hidalgo y Costilla - Terminal 1, Tlajomulco de Zúñiga"
421,"{""type"":""Point"",""coordinates"":[-105.249363367,20.678109169]}",Jal.,3708,"Aeropuerto Internacional de Puerto Vallarta, Lic. Gustavo Díaz Ordaz, Puerto Vallarta"
422,"{""type"":""Point"",""coordinates"":[-103.301816656,20.5261470240001]}",Jal.,6878,"Aeropuerto Internacional de Guadalajara Don Miguel Hidalgo y Costilla, Tlajomulco de Zúñiga"
423,"{""type"":""Point"",""coordinates"":[-102.685587291,19.227832635]}",Jal.,5324,"Aeródromo Buenavista 3, Jilotlán de los Dolores"
424,"{""type"":""Point"",""coordinates"":[-103.299169926,20.5259776830001]}",Jal.,146407,"Aeropuerto Internacional Miguel Hidalgo, Tlajomulco de Zúñiga"
425,"{""type"":""Point"",""coordinates"":[-103.380766519,19.597559764]}",Jal.,149666,"Aeropuerto, Zapotiltic"
426,"{""type"":""Point"",""coordinates"":[-104.32907745,19.749092972]}",Jal.,132770,"Aeropuerto, Autlán de Navarro"
427,"{""type"":""Point"",""coordinates"":[-103.273607887,21.9967393540001]}",Jal.,134521,"Aeropuerto Estatal Insurgente Marcos Escobedo, Colotlán"
428,"{""type"":""Point"",""coordinates"":[-103.271552939,20.493509874]}",Jal.,146660,"Parque Industrial Aeropuerto, Tlajomulco de Zúñiga"
429,"{""type"":""Point"",""coordinates"":[-102.838471576,19.2145636770001]}",Jal.,5327,"Aeródromo Tepalcatepec 6, Jilotlán de los Dolores"
430,"{""type"":""Point"",""coordinates"":[-103.304491244,20.525827873]}",Jal.,11432,"Aeropuerto Internacional de Guadalajara Don Miguel Hidalgo y Costilla - Terminal 2, Tlajomulco de Zúñiga"
431,"{""type"":""Point"",""coordinates"":[-99.082942631,19.435437226]}",CDMX,22,"Aeropuerto Internacional Benito Juárez de la Ciudad de México - Terminal 1, Venustiano Carranza"
432,"{""type"":""Point"",""coordinates"":[-99.078187359,19.4222740710001]}",CDMX,1,"Aeropuerto Internacional Benito Juárez de la Ciudad de México - Terminal 2, Venustiano Carranza"
433,"{""type"":""Point"",""coordinates"":[-99.5705903034607,19.3378930330517]}",Mex.,185,"Aeropuerto Internacional de Toluca, Adolfo López Mateos, Toluca"
434,"{""type"":""Point"",""coordinates"":[-99.009649543,19.7611201820001]}",Mex.,10959,"Base de la Fuerza Aérea Santa Lucía, Zumpango"
435,"{""type"":""Point"",""coordinates"":[-99.294536502,19.571232519]}",Mex.,232,"Aeropuerto Nacional Jorge Jiménez Cantú, Atizapán de Zaragoza"
436,"{""type"":""Point"",""coordinates"":[-99.085786599,19.433771076]}",CDMX,12806,"Aeropuerto Internacional Benito Juárez de la Ciudad de México, Venustiano Carranza"
437,"{""type"":""Point"",""coordinates"":[-102.0141522,19.1568970010001]}",Mich.,5154,"Aeródromo Gabriel Zamora, Gabriel Zamora"
438,"{""type"":""Point"",""coordinates"":[-102.038757761,19.402841622]}",Mich.,10602,"Aeropuerto Internacional de Uruapan, Gral. Ignacio L. Rayón, Uruapan"
439,"{""type"":""Point"",""coordinates"":[-101.027326855,19.8439572250001]}",Mich.,3078,"Aeropuerto Internacional de Morelia, Gral. Francisco J. Mújica, Álvaro Obregón"
440,"{""type"":""Point"",""coordinates"":[-102.086084481,18.9884662700001]}",Mich.,5143,"Aeródromo Múgica, Múgica"
441,"{""type"":""Point"",""coordinates"":[-102.22329000564,17.9965378250392]}",Mich.,3558,"Aeropuerto Nacional de Lázaro Cárdenas, Lázaro Cárdenas"
442,"{""type"":""Point"",""coordinates"":[-101.98938543,20.3112908750001]}",Mich.,2759,"Aeropuerto Las Lomas, La Piedad"
443,"{""type"":""Point"",""coordinates"":[-101.760283274,19.8526436970001]}",Mich.,2539,"Aeródromo de Zacapu, Zacapu"
444,"{""type"":""Point"",""coordinates"":[-103.676106637,18.6835826220001]}",Mich.,3706,"Aeródromo El Ranchito, Coahuayana"
445,"{""type"":""Point"",""coordinates"":[-103.173803705,18.772370284]}",Mich.,3626,"Aeródromo Pablo L. Sidar, Coalcomán de Vázquez Pallares"
446,"{""type"":""Point"",""coordinates"":[-101.98938543,20.3112908750001]}",Mich.,162856,"El Aeropuerto, La Piedad"
447,"{""type"":""Point"",""coordinates"":[-102.719164854,18.9788471630001]}",Mich.,5353,"Aeródromo Aguililla 2, Aguililla"
448,"{""type"":""Point"",""coordinates"":[-101.501523828,19.178085825]}",Mich.,5207,"Aeródromo Cutzarondiro, Tacámbaro"
449,"{""type"":""Point"",""coordinates"":[-102.613546715,20.166123624]}",Mich.,4676,"Aeródromo de Pajacuarán, Venustiano Carranza"
450,"{""type"":""Point"",""coordinates"":[-101.163346532,18.7438855990001]}",Mich.,3069,"Aeródromo el Baztán, Huetamo"
451,"{""type"":""Point"",""coordinates"":[-102.284057417,19.01996753]}",Mich.,5257,"Aeródromo El Fénix, Parácuaro"
452,"{""type"":""Point"",""coordinates"":[-100.428238598,19.4764313860001]}",Mich.,5053,"Aeródromo El Pinocho, Jungapeo"
453,"{""type"":""Point"",""coordinates"":[-102.329736605,19.3288884190001]}",Mich.,5271,"Aeródromo Hernández Ranch, Tancítaro"
454,"{""type"":""Point"",""coordinates"":[-100.850807491,18.5290935]}",Mich.,5369,"Aeródromo Huetamo, Huetamo"
455,"{""type"":""Point"",""coordinates"":[-102.216904381,19.0032045290001]}",Mich.,5137,"Aeródromo Los Barajas, Parácuaro"
456,"{""type"":""Point"",""coordinates"":[-101.281194786,19.6110058680001]}",Mich.,4682,"Aeródromo Morelia, Morelia"
457,"{""type"":""Point"",""coordinates"":[-102.112224885,18.9906131990001]}",Mich.,5141,"Aeródromo Nueva Italia, Múgica"
458,"{""type"":""Point"",""coordinates"":[-102.801562285,19.074153187]}",Mich.,5344,"Aeródromo Tepalcatepec 1, Tepalcatepec"
459,"{""type"":""Point"",""coordinates"":[-102.828883538,19.2036966790001]}",Mich.,5326,"Aeródromo Tepalcatepec 3, Tepalcatepec"
460,"{""type"":""Point"",""coordinates"":[-102.83479055,19.2001750760001]}",Mich.,5318,"Aeródromo Tepalcatepec 4, Tepalcatepec"
461,"{""type"":""Point"",""coordinates"":[-102.815906465,19.135958553]}",Mich.,5336,"Aeródromo Tepalcatepec 5, Tepalcatepec"
462,"{""type"":""Point"",""coordinates"":[-102.375829498,18.519914339]}",Mich.,3634,"Aeródromo Tumbiscatío, Tumbiscatío"
463,"{""type"":""Point"",""coordinates"":[-101.579505672,19.5478135650001]}",Mich.,4589,"Aeródromo Tzurumútaro, Pátzcuaro"
464,"{""type"":""Point"",""coordinates"":[-102.276551268,20.038064895]}",Mich.,6991,"Aeropuerto Nacional de Zamora, Zamora"
465,"{""type"":""Point"",""coordinates"":[-102.399527941,19.0915447510001]}",Mich.,3559,"Aeropuerto Nacional Pablo L. Sidar, Apatzingán"
466,"{""type"":""Point"",""coordinates"":[-101.119231662,19.715068531]}",Mich.,4772,"Helipuerto Cinépolis Morelia, Morelia"
467,"{""type"":""Point"",""coordinates"":[-102.680071716,22.9004986210001]}",Zac.,1576,"Aeropuerto Internacional de Zacatecas, General Leobardo C. Ruíz, Morelos"
468,"{""type"":""Point"",""coordinates"":[-99.259841561,18.8309746090001]}",Mor.,128,"Aeropuerto Internacional de Cuernavaca, Mariano Matamoros, Temixco"
469,"{""type"":""Point"",""coordinates"":[-99.262626801,18.828029133]}",Mor.,168260,"Colonia Aeropuerto, Temixco"
470,"{""type"":""Point"",""coordinates"":[-99.264671268,18.824400005]}",Mor.,168256,"Colonia Aeropuerto 5ta. Sección los Pinos, Temixco"
471,"{""type"":""Point"",""coordinates"":[-104.839041061,21.416989879]}",Nay.,3707,"Aeropuerto Internacional de Tepic, Amado Nervo, Xalisco"
472,"{""type"":""Point"",""coordinates"":[-105.256852095,20.807451132]}",Nay.,5028,"Aeropuerto Local Valle de Banderas, Bahía de Banderas"
473,"{""type"":""Point"",""coordinates"":[-105.172069371,21.838724658]}",Nay.,4675,"Aeropuerto Local Loma Bonita de Puerta Azul, Santiago Ixcuintla"
474,"{""type"":""Point"",""coordinates"":[-100.119107539,25.7794482360001]}",N.L.,1684,"Aeropuerto Internacional de Monterrey - Terminal C, Apodaca"
475,"{""type"":""Point"",""coordinates"":[-100.114722355,25.7769074390001]}",N.L.,1682,"Aeropuerto Internacional de Monterrey, Apodaca"
476,"{""type"":""Point"",""coordinates"":[-100.111813152,25.7745701310001]}",N.L.,1683,"Aeropuerto Internacional de Monterrey - Terminal B, Apodaca"
477,"{""type"":""Point"",""coordinates"":[-100.238279126,25.8601104040001]}",N.L.,1681,"Aeropuerto Internacional de Monterrey, Aeropuerto del Norte, General Zuazua"
478,"{""type"":""Point"",""coordinates"":[-100.106360158,25.8202999050001]}",N.L.,182865,"Colinas del Aeropuerto, Pesquería"
479,"{""type"":""Point"",""coordinates"":[-99.994721297,25.847991694]}",N.L.,181533,"Aeropuerto, Marín"
480,"{""type"":""Point"",""coordinates"":[-99.5445865729999,26.3245110280001]}",N.L.,174208,"Aeropuerto Regional Agualeguas, Agualeguas"
481,"{""type"":""Point"",""coordinates"":[-100.071590442,25.767301477]}",N.L.,182929,"Aeropuertos, Pesquería"
482,"{""type"":""Point"",""coordinates"":[-100.238202657,25.859726455]}",N.L.,179977,"Aeropuerto del Norte, General Zuazua"
483,"{""type"":""Point"",""coordinates"":[-100.115407815,25.7766510880001]}",N.L.,175256,"Aeropuerto Internacional de Monterrey, Apodaca"
484,"{""type"":""Point"",""coordinates"":[-100.051827115,25.8238011510001]}",N.L.,181623,"Parque Tecnológico Aeropuerto, Marín"
485,"{""type"":""Point"",""coordinates"":[-99.542299412,26.3296726680001]}",N.L.,10418,"Aeropuerto Regional de Agualeguas, Agualeguas"
486,"{""type"":""Point"",""coordinates"":[-100.449143074,25.79354948]}",N.L.,10467,"Club Aéreo Francisco Lobo A.C., García"
487,"{""type"":""Point"",""coordinates"":[-96.257997745,15.7720003310001]}",Oax.,891,"Aeropuerto Internacional de Bahías de Huatulco, Santa María Huatulco"
488,"{""type"":""Point"",""coordinates"":[-97.0915843399999,15.875085488]}",Oax.,890,"Aeropuerto Internacional de Puerto Escondido, San Pedro Mixtepec"
489,"{""type"":""Point"",""coordinates"":[-95.203308959,16.2077901660001]}",Oax.,867,"Estación Aeronaval de Salina Cruz, Salina Cruz"
490,"{""type"":""Point"",""coordinates"":[-96.721583089,17.0011137330001]}",Oax.,785,"Aeropuerto Internacional Xoxocotlán, Santa Cruz Xoxocotlán"
491,"{""type"":""Point"",""coordinates"":[-95.09013064,16.4487029380001]}",Oax.,868,"Base Aérea Militar No. 2 Ixtepec General de División P.A. Antonio Cárdenas Rodríguez, Asunción Ixtaltepec"
492,"{""type"":""Point"",""coordinates"":[-96.7215053149999,17.00130997]}",Oax.,193545,"Aeropuerto de Oaxaca, Santa Cruz Xoxocotlán"
493,"{""type"":""Point"",""coordinates"":[-95.857916756,18.0174591410001]}",Oax.,779,"Estación Aérea Militar No. 8 Loma Bonita, Loma Bonita"
494,"{""type"":""Point"",""coordinates"":[-95.859068883,18.0170634610001]}",Oax.,186340,"Aeropuerto, Loma Bonita"
495,"{""type"":""Point"",""coordinates"":[-96.258073383,15.77176372]}",Oax.,194334,"Aeropuerto Internacional Bahías de Huatulco, Santa María Huatulco"
496,"{""type"":""Point"",""coordinates"":[-97.384161304,16.256852307]}",Oax.,191245,"Colonia Aeropuerto, San Miguel Panixtlahuaca"
497,"{""type"":""Point"",""coordinates"":[-97.0830749519999,15.8909163700001]}",Oax.,192060,"Colonia Aeropuerto, San Pedro Mixtepec"
498,"{""type"":""Point"",""coordinates"":[-96.515995613,17.893261486]}",Oax.,188459,"Colonia Ampliación Aeropuerto, San Felipe Usila"
499,"{""type"":""Point"",""coordinates"":[-97.614574928,16.1078201610001]}",Oax.,8699,"Aeródromo de Tututepec, Villa de Tututepec"
500,"{""type"":""Point"",""coordinates"":[-97.833771411,16.2818470710001]}",Oax.,8639,"Aeropuerto Santiago Jamiltepec, Santiago Jamiltepec"
501,"{""type"":""Point"",""coordinates"":[-98.3762760013622,19.163991157491]}",Pue.,312,"Aeropuerto Internacional de Puebla, Hermanos Serdán, Huejotzingo"
502,"{""type"":""Point"",""coordinates"":[-97.41894848,18.4921034120001]}",Pue.,301,"Aeropuerto Nacional de Tehuacán, Tehuacán"
503,"{""type"":""Point"",""coordinates"":[-98.377518874,19.1649205260001]}",Pue.,200617,"Aeropuerto Internacional Hermanos Serdán, Huejotzingo"
504,"{""type"":""Point"",""coordinates"":[-86.876271872,21.039831803]}",Q.Roo.,1123,"Aeropuerto Internacional de Cancún, Benito Juárez"
505,"{""type"":""Point"",""coordinates"":[-88.3242006808139,18.5066059349744]}",Q.Roo.,1120,"Aeropuerto Internacional de Chetumal, Othón P. Blanco"
506,"{""type"":""Point"",""coordinates"":[-88.0734836519999,19.6100891400001]}",Q.Roo.,5919,"Aeropuerto Felipe Carrillo Puerto, Felipe Carrillo Puerto"
507,"{""type"":""Point"",""coordinates"":[-86.930848708,20.5113893750001]}",Q.Roo.,1124,"Aeropuerto Internacional de Cozumel, Cozumel"
508,"{""type"":""Point"",""coordinates"":[-87.4376882299999,20.225762488]}",Q.Roo.,1118,"Estación Aeronaval de Tulum, Tulum"
509,"{""type"":""Point"",""coordinates"":[-87.382677125,21.519997082]}",Q.Roo.,5722,"Aeropuerto de Holbox, Lázaro Cárdenas"
510,"{""type"":""Point"",""coordinates"":[-86.874129975,21.0403150490001]}",Q.Roo.,210651,"Aeropuerto, Benito Juárez"
511,"{""type"":""Point"",""coordinates"":[-87.700206362,18.757957366]}",Q.Roo.,209905,"Aeropuerto Mahahual, Othón P. Blanco"
512,"{""type"":""Point"",""coordinates"":[-86.852059959,21.0302607900001]}",Q.Roo.,210698,"Planta Aeropuerto, Benito Juárez"
513,"{""type"":""Point"",""coordinates"":[-87.081341573,20.622751963]}",Q.Roo.,1122,"Aeródromo Playa del Carmen, Solidaridad"
514,"{""type"":""Point"",""coordinates"":[-87.7002182589999,18.7581328520001]}",Q.Roo.,11468,"Aeropuerto Regional de Mahahual, Othón P. Blanco"
515,"{""type"":""Point"",""coordinates"":[-86.7411703289999,21.248263421]}",Q.Roo.,5932,"Armada de México Aeródromo, Isla Mujeres"
516,"{""type"":""Point"",""coordinates"":[-107.469471042,24.7666907070001]}",Sin.,2292,"Aeropuerto Internacional de Culiacán, Culiacán"
517,"{""type"":""Point"",""coordinates"":[-109.082700228,25.69016692]}",Sin.,2264,"Aeropuerto Internacional de Los Mochis, Ahome"
518,"{""type"":""Point"",""coordinates"":[-106.270190277,23.167358607]}",Sin.,2329,"Aeropuerto Internacional de Mazatlán, Mazatlán"
519,"{""type"":""Point"",""coordinates"":[-106.27110164,23.167414029]}",Sin.,227897,"Aeropuerto Internacional de Mazatlán General Rafael Buelna, Mazatlán"
520,"{""type"":""Point"",""coordinates"":[-98.1778884693061,19.5317573490678]}",Tlax.,438,"Estación Aérea Militar No. 9, Atlangatepec"
521,"{""type"":""Point"",""coordinates"":[-98.954925555,23.712749499]}",Tamps.,1872,"Aeropuerto Internacional de Cd. Victoria General Pedro J. Méndez, Güémez"
522,"{""type"":""Point"",""coordinates"":[-97.870070262,22.289256605]}",Tamps.,1871,"Aeropuerto Internacional de Tampico, Gral. Francisco Javier Mina, Tampico"
523,"{""type"":""Point"",""coordinates"":[-99.56781495,27.4499011790001]}",Tamps.,1756,"Aeropuerto Internacional de Nuevo Laredo, Quetzalcóatl, Nuevo Laredo"
524,"{""type"":""Point"",""coordinates"":[-98.226916562,26.011894855]}",Tamps.,1760,"Aeropuerto Internacional de Reynosa General Lucio Blanco, Reynosa"
525,"{""type"":""Point"",""coordinates"":[-98.955363797,23.7116731420001]}",Tamps.,1873,"Aeropuerto Internacional de Cd. Victoria General Pedro J. Méndez - Terminal 1, Güémez"
526,"{""type"":""Point"",""coordinates"":[-99.016596898,22.748192746]}",Tamps.,1927,"Aeropuerto de las Huastecas, El Mante"
527,"{""type"":""Point"",""coordinates"":[-98.9563647529999,23.716592715]}",Tamps.,1874,"Aeropuerto Internacional de Cd. Victoria General Pedro J. Méndez - Terminal 2, Güémez"
528,"{""type"":""Point"",""coordinates"":[-97.530957492,25.7713034990001]}",Tamps.,1761,"Aeropuerto Internacional de Matamoros, General Servando Canales, Matamoros"
529,"{""type"":""Point"",""coordinates"":[-99.1517276879999,26.522375051]}",Tamps.,1762,"Aeropista de Nueva Ciudad Guerrero, Mier"
530,"{""type"":""Point"",""coordinates"":[-97.77326213,23.7935532280001]}",Tamps.,1932,"Aeropista la Pesca, Soto la Marina"
531,"{""type"":""Point"",""coordinates"":[-96.183322923,19.142405367]}",Ver.,493,"Aeropuerto Internacional, General Heriberto Jara, Veracruz"
532,"{""type"":""Point"",""coordinates"":[-97.376328476,20.9447514230001]}",Ver.,625,"Aeropuerto Fausto Vega Santander, Tuxpan"
533,"{""type"":""Point"",""coordinates"":[-94.576660966,18.1022391390001]}",Ver.,612,"Aeropuerto Internacional de Minatitlán, Cosoleacaque"
534,"{""type"":""Point"",""coordinates"":[-96.791430931,19.4764364320001]}",Ver.,492,"Aeropuerto Nacional, El Lencero, Emiliano Zapata"
535,"{""type"":""Point"",""coordinates"":[-96.205599394,19.1332181070001]}",Ver.,290567,"Los Torrentes Aeropuerto, Veracruz"
536,"{""type"":""Point"",""coordinates"":[-96.7925095269999,19.4772158160001]}",Ver.,272160,"Aeropuerto Lencero Campo de Aviación, Emiliano Zapata"
537,"{""type"":""Point"",""coordinates"":[-97.4605748609999,20.5992174570001]}",Ver.,635,"Aeropuerto Nacional El Tajín, Tihuatlán"
538,"{""type"":""Point"",""coordinates"":[-97.7543625885845,21.1638268915254]}",Ver.,6150,"Campo Militar Número 19. 74 Batallón de Infantería Cerro Azul, Cerro Azul"
539,"{""type"":""Point"",""coordinates"":[-96.088367477,18.203665921]}",Ver.,291721,"Urbano González, Tres Valles"
540,"{""type"":""Point"",""coordinates"":[-96.093054326,18.212227312]}",Ver.,606,"Aeródromo General Miguel Alemán, Tres Valles"
541,"{""type"":""Point"",""coordinates"":[-96.956480944,18.8724662380001]}",Ver.,13099,"Aeropuerto Ingeniero Juan Antonio Perdomo Díaz, Córdoba"
542,"{""type"":""Point"",""coordinates"":[-89.6631355,20.9337483030001]}",Yuc.,1216,"Aeropuerto Internacional de Mérida, Lic. Manuel Crescencio Rejón, Mérida"
543,"{""type"":""Point"",""coordinates"":[-88.449163929,20.6388850430001]}",Yuc.,1158,"Aeropuerto Internacional Chichen Itzá, Kaua"
544,"{""type"":""Point"",""coordinates"":[-88.5662832639999,20.6890550580001]}",Yuc.,1168,"Aeropuerto Nacional Chichén Itzá, Tinum"
545,"{""type"":""Point"",""coordinates"":[-88.449125,20.638797223]}",Yuc.,295301,"Aeropuerto Kaua, Kaua"
546,"{""type"":""Point"",""coordinates"":[-88.1676232029999,21.1520910630001]}",Yuc.,1167,"Aeropuerto Local Cupul, Tizimín"
547,"{""type"":""Point"",""coordinates"":[-89.64531512,20.936869858]}",Yuc.,6295,"Base Aérea Militar Número 8, Mérida"
548,"{""type"":""Point"",""coordinates"":[-102.680071716,22.9004986210001]}",Zac.,1576,"Aeropuerto Internacional de Zacatecas, General Leobardo C. Ruíz, Morelos"
549,"{""type"":""Point"",""coordinates"":[-101.805997188,24.6318167900001]}",Zac.,6413,"Aeropuerto Cedros, Mazapil"
550,"{""type"":""Point"",""coordinates"":[-102.833545279,23.1754245010001]}",Zac.,303370,"Antiguo Aeropuerto, Fresnillo"
551,"{""type"":""Point"",""coordinates"":[-103.30042614,21.760918487]}",Zac.,307805,"El Aeropuerto, Tlaltenango de Sánchez Román"
552,"{""type"":""Point"",""coordinates"":[-102.717550013,21.738896009]}",Ags.,5093,"Cascada de los Alisos, Calvillo"
553,"{""type"":""Point"",""coordinates"":[-102.785292269,21.881739865]}",Ags.,13073,"Cascada Los Huenchos, Calvillo"
554,"{""type"":""Point"",""coordinates"":[-117.055927955,32.4424108850001]}",B.C.,4961,"Parque Las Cascadas, Tijuana"
555,"{""type"":""Point"",""coordinates"":[-91.154582336,18.177398628]}",Camp.,6048,"Salto de Agua El Tambor, Candelaria"
556,"{""type"":""Point"",""coordinates"":[-91.11946123,18.1966430850001]}",Camp.,1104,"Cascada Salto Grande, Candelaria"
557,"{""type"":""Point"",""coordinates"":[-92.1137860859999,17.257332465]}",Chis.,1011,"Cascadas de Agua Azul, Tumbalá"
558,"{""type"":""Point"",""coordinates"":[-92.404493719,15.4861806930001]}",Chis.,63534,"Santo Domingo, Siltepec"
559,"{""type"":""Point"",""coordinates"":[-92.2664656589999,16.1945412810001]}",Chis.,1023,"Cascada el Chiflón, Tzimol"
560,"{""type"":""Point"",""coordinates"":[-92.000204889,17.3922905090001]}",Chis.,1010,"Cascada Misol Ha, Salto de Agua"
561,"{""type"":""Point"",""coordinates"":[-93.526506715,16.758736324]}",Chis.,947,"Cascada el Aguacero, Ocozocoautla de Espinosa"
562,"{""type"":""Point"",""coordinates"":[-91.328094039,16.1987339190001]}",Chis.,1015,"Cascada las Nubes, Maravilla Tenejapa"
563,"{""type"":""Point"",""coordinates"":[-91.8040731729999,17.373385037]}",Chis.,59860,"La Cascada, Palenque"
564,"{""type"":""Point"",""coordinates"":[-92.970744144,16.7553808770001]}",Chis.,1004,"Cascada el Chorreadero, Chiapa de Corzo"
565,"{""type"":""Point"",""coordinates"":[-92.1331402769999,17.3278710750001]}",Chis.,63135,"Cascada Amuypa, Salto de Agua"
566,"{""type"":""Point"",""coordinates"":[-93.231593889,16.0796091230001]}",Chis.,69125,"Cascadas de Agua Azul, Villa Corzo"
567,"{""type"":""Point"",""coordinates"":[-92.6596838,17.279024857]}",Chis.,53688,"La Cascada, Huitiupán"
568,"{""type"":""Point"",""coordinates"":[-93.354810432,17.1954034350001]}",Chis.,65300,"La Cascada, Tecpatán"
569,"{""type"":""Point"",""coordinates"":[-92.331987494,17.3936766140001]}",Chis.,63183,"La Cascada Sección VII, Salto de Agua"
570,"{""type"":""Point"",""coordinates"":[-93.520346936,17.02419351]}",Chis.,58991,"La Esperanza, Ocozocoautla de Espinosa"
571,"{""type"":""Point"",""coordinates"":[-92.000176957,17.392498765]}",Chis.,62989,"Cascada Misol-Ha, Salto de Agua"
572,"{""type"":""Point"",""coordinates"":[-92.21342989,16.2003620180001]}",Chis.,67688,"Jardín las Cascadas, Tzimol"
573,"{""type"":""Point"",""coordinates"":[-93.045003701,16.296739146]}",Chis.,72461,"La Cascada, El Parral"
574,"{""type"":""Point"",""coordinates"":[-93.023050059,15.9197592940001]}",Chis.,50619,"La Cascada, La Concordia"
575,"{""type"":""Point"",""coordinates"":[-93.630465973,16.3864836130001]}",Chis.,54877,"La Cascada, Jiquipilas"
576,"{""type"":""Point"",""coordinates"":[-92.1001805559999,16.8823072220001]}",Chis.,58400,"La Cascada, Ocosingo"
577,"{""type"":""Point"",""coordinates"":[-92.1786561439999,15.180987332]}",Chis.,64980,"La Cascada, Tapachula"
578,"{""type"":""Point"",""coordinates"":[-93.0251267959999,17.267897926]}",Chis.,65093,"La Cascada, Tapilula"
579,"{""type"":""Point"",""coordinates"":[-92.9062707739999,16.1810658150001]}",Chis.,69126,"La Cascada, Villa Corzo"
580,"{""type"":""Point"",""coordinates"":[-93.305455163,16.075315217]}",Chis.,69946,"La Cascada, Villa Corzo"
581,"{""type"":""Point"",""coordinates"":[-93.24460837,16.7853049570001]}",Chis.,48143,"La Cascada, Berriozábal"
582,"{""type"":""Point"",""coordinates"":[-93.483659862,16.386513859]}",Chis.,70593,"La Cascada del Niágara, Villaflores"
583,"{""type"":""Point"",""coordinates"":[-93.483987038,16.383557379]}",Chis.,70592,"Las Cascadas del Niágara, Villaflores"
584,"{""type"":""Point"",""coordinates"":[-93.87911844,16.2916001780001]}",Chis.,47181,"San Martín, Arriaga"
585,"{""type"":""Point"",""coordinates"":[-92.391090483,15.254958453]}",Chis.,57098,"Unión Cascada, Motozintla"
586,"{""type"":""Point"",""coordinates"":[-108.212444096,28.174464331]}",Chih.,1318,"Cascada de Basaseachi, Ocampo"
587,"{""type"":""Point"",""coordinates"":[-108.212045951,28.1831730600001]}",Chih.,90603,"Estacionamiento Cascada de Basaseachi, Ocampo"
588,"{""type"":""Point"",""coordinates"":[-108.207645151,28.1686184100001]}",Chih.,12752,"Mirador Cascada de Basaseachi, Ocampo"
589,"{""type"":""Point"",""coordinates"":[-107.57430902,27.621490388]}",Chih.,1420,"Cascada Cusarare, Guachochi"
590,"{""type"":""Point"",""coordinates"":[-101.676699021,27.2629159800001]}",Coah.,40938,"San Antonio de la Cascada, San Buenaventura"
591,"{""type"":""Point"",""coordinates"":[-101.529716274,27.862460695]}",Coah.,1663,"Balneario Parque la Cascada, Múzquiz"
592,"{""type"":""Point"",""coordinates"":[-100.865104496,29.085036168]}",Coah.,35667,"Campo de Pensionados la Cascada 1, Jiménez"
593,"{""type"":""Point"",""coordinates"":[-100.856678482,29.0857270170001]}",Coah.,35710,"La Cascada, Jiménez"
594,"{""type"":""Point"",""coordinates"":[-101.742542677,27.279926505]}",Coah.,40967,"San Antonio de la Cascada, San Buenaventura"
595,"{""type"":""Point"",""coordinates"":[-104.085407105,19.3700149810001]}",Col.,3668,"Cascada El Salto, Minatitlán"
596,"{""type"":""Point"",""coordinates"":[-105.670349199,23.7138200110001]}",Dgo.,1504,"Cascada Mexiquillo, Pueblo Nuevo"
