,geojson,ent_abr,id_dest,nombre
795,"{""type"":""Point"",""coordinates"":[-109.928166314,22.8995434670001]}",B.C.S.,9854,"IMSS, Hospital General de Subzona 26, Los Cabos"
796,"{""type"":""Point"",""coordinates"":[-109.916358629,22.8847085560001]}",B.C.S.,9851,"IMSS, Unidad de Medicina Familiar No. 7, Los Cabos"
797,"{""type"":""Point"",""coordinates"":[-90.0645574329999,20.3804654410001]}",Camp.,6855,"Hospital de Calkiní, Calkiní"
798,"{""type"":""Point"",""coordinates"":[-90.493664085,19.834159943]}",Camp.,5798,"IMSS de Ciudad Concordia, Campeche"
799,"{""type"":""Point"",""coordinates"":[-90.5243233909999,19.814907819]}",Camp.,5870,"Hospital General de Especialidades, Campeche"
800,"{""type"":""Point"",""coordinates"":[-90.516940753,19.859035018]}",Camp.,5828,"Cruz Roja Mexicana; Delegación Estatal Campeche, Campeche"
801,"{""type"":""Point"",""coordinates"":[-91.820389523,18.6465071380001]}",Camp.,6227,"Hospital General Secretaría de Salud, Carmen"
802,"{""type"":""Point"",""coordinates"":[-90.140876319,20.1673295360001]}",Camp.,5017,"IMSS Coplamar, Hecelchakán"
803,"{""type"":""Point"",""coordinates"":[-90.5322687079999,19.8445926220001]}",Camp.,5836,"Centro de Salud Dr. Wilberth Escalante Escalante, Campeche"
804,"{""type"":""Point"",""coordinates"":[-90.524989314,19.8167078910001]}",Camp.,5875,"Centro Estatal de Oncología Dr. Luis Gonzáles Francis, Campeche"
805,"{""type"":""Point"",""coordinates"":[-90.729722866,18.6057311800001]}",Camp.,10285,"Cruz Roja de Escárcega, Escárcega"
806,"{""type"":""Point"",""coordinates"":[-90.051529497,20.373027123]}",Camp.,5016,"Cruz Roja Mexicana Delegación Calkiní, Calkiní"
807,"{""type"":""Point"",""coordinates"":[-89.3956273429999,18.5169844230001]}",Camp.,10919,"Hospital Comunitario de la Localidad de Xpujil, Calakmul"
808,"{""type"":""Point"",""coordinates"":[-90.728897974,18.60433411]}",Camp.,10263,"Hospital General de Escárcega, Escárcega"
809,"{""type"":""Point"",""coordinates"":[-90.744304191,18.6187885420001]}",Camp.,10262,"Hospital General de Escárcega, Escárcega"
810,"{""type"":""Point"",""coordinates"":[-91.8401608459999,18.6428732970001]}",Camp.,6195,"Hospital General de Zona, Carmen"
811,"{""type"":""Point"",""coordinates"":[-89.844340496,19.745295394]}",Camp.,8588,"Hospital Integral de Hopelchén, Hopelchén"
812,"{""type"":""Point"",""coordinates"":[-91.1745734309999,18.9684701900001]}",Camp.,10021,"Hospital Integral Sabancuy, Carmen"
813,"{""type"":""Point"",""coordinates"":[-90.419479885,19.913983666]}",Camp.,8105,"Hospital Psiquiátrico de Campeche, Campeche"
814,"{""type"":""Point"",""coordinates"":[-90.054022942,20.3723855920001]}",Camp.,6899,"IMSS UMA, Calkiní, Módulo Urbano"
815,"{""type"":""Point"",""coordinates"":[-90.564133074,19.826166072]}",Camp.,5854,"ISSSTE, Campeche"
816,"{""type"":""Point"",""coordinates"":[-90.536965515,19.8398591050001]}",Camp.,5850,"Unidad de Medicina Familiar No. 1, Campeche"
817,"{""type"":""Point"",""coordinates"":[-90.501684234,19.8448167290001]}",Camp.,5814,"Unidad de Medicina Familiar No. 10 Dr. Luis González Francis, Campeche"
818,"{""type"":""Point"",""coordinates"":[-93.074640971,16.7485571390001]}",Chis.,12764,"ISSSTE, Hospital General Doctor Belisario Domínguez, Tuxtla Gutiérrez"
819,"{""type"":""Point"",""coordinates"":[-93.264783772,16.257738186]}",Chis.,71146,"Hospital General Bicentenario, Villaflores"
820,"{""type"":""Point"",""coordinates"":[-92.160522515,14.998728408]}",Chis.,12948,"Centro de Salud con Servicios Ampliados, Doctor Manuel Velasco Suarez, Cacahoatán"
821,"{""type"":""Point"",""coordinates"":[-93.07326156,16.7486119440001]}",Chis.,12992,"Chiapas Nos Une, Doctor Jesús Gilberto Gómez Maza, Tuxtla Gutiérrez"
822,"{""type"":""Point"",""coordinates"":[-92.476349783,15.1479669140001]}",Chis.,12957,"Clínica de la Mujer, Huixtla"
823,"{""type"":""Point"",""coordinates"":[-92.714857294,16.87899631]}",Chis.,12934,"Hospital Básico Comunitario de Larráinzar, Larráinzar"
824,"{""type"":""Point"",""coordinates"":[-93.1572031599999,17.85364674]}",Chis.,12949,"Hospital General de Reforma, Doctor Maximiliano Ballona Córdova, Reforma"
825,"{""type"":""Point"",""coordinates"":[-92.45731304,15.1459847960001]}",Chis.,12951,"Hospital General Huixtla, Doctor Daniel Roberto Martínez Pérez, Huixtla"
826,"{""type"":""Point"",""coordinates"":[-93.380157243,16.755121542]}",Chis.,12873,"Hospital Rural No. 31 Ocozocoautla, Ocozocoautla de Espinosa"
827,"{""type"":""Point"",""coordinates"":[-92.403949934,15.00984879]}",Chis.,12930,"IMSS Bienestar, Unidad Médica Rural, Huehuetán"
828,"{""type"":""Point"",""coordinates"":[-92.459642365,15.141494923]}",Chis.,12941,"IMSS, Hospital General de Subzona con Medicina Familiar No. 19, Huixtla"
829,"{""type"":""Point"",""coordinates"":[-92.1489109359999,14.679398227]}",Chis.,12922,"IMSS, Unidad de Medicina Familiar Número 5, Suchiate"
830,"{""type"":""Point"",""coordinates"":[-93.135750882,16.7671521550001]}",Chis.,12971,"IMSS, Unidad Médica Familiar 23, Tuxtla Gutiérrez"
831,"{""type"":""Point"",""coordinates"":[-93.194604369,17.611305359]}",Chis.,12952,"IMSS, Unidad Médica Familiar 44, Estación Juárez, Juárez"
832,"{""type"":""Point"",""coordinates"":[-92.1494012379999,14.67806627]}",Chis.,12923,"ISSSTE, Unidad de Medicina Familiar, Ciudad Hidalgo, Suchiate"
833,"{""type"":""Point"",""coordinates"":[-101.207293725,27.9367299370001]}",Coah.,10447,"IMSS, Hospital General de Zona con Medicina Familiar 24 Dr. Jesús Félix Oyervides Pinales, San Juan de Sabinas"
834,"{""type"":""Point"",""coordinates"":[-103.737105889,19.2137897160001]}",Col.,43292,"Centro Hospitalario de Colima, Colima"
835,"{""type"":""Point"",""coordinates"":[-99.136056793,19.484474108]}",CDMX,9350,"Hospital de Ortopedia Dr. Victorio de la Fuente Narváez, Gustavo A. Madero"
836,"{""type"":""Point"",""coordinates"":[-99.137038009,19.482661125]}",CDMX,9103,"Hospital Juárez de México, Gustavo A. Madero"
837,"{""type"":""Point"",""coordinates"":[-99.011157822,19.200742597]}",CDMX,8381,"Hospital General de Milpa Alta, Milpa Alta"
838,"{""type"":""Point"",""coordinates"":[-99.1287808709999,19.4826614850001]}",CDMX,9345,"IMSS, Hospital General de Zona No. 24 Insurgentes, Gustavo A. Madero"
839,"{""type"":""Point"",""coordinates"":[-99.1076301909999,19.3564975850001]}",CDMX,9235,"Hospital Pediátrico Iztapalapa, Iztapalapa"
840,"{""type"":""Point"",""coordinates"":[-99.171264885,19.372488317]}",CDMX,9254,"ISSSTE, Centro Médico Nacional 20 de Noviembre, Benito Juárez"
841,"{""type"":""Point"",""coordinates"":[-99.169416707,19.4513345500001]}",CDMX,9290,"Hospital General Dr. Rubén Leñero, Miguel Hidalgo"
842,"{""type"":""Point"",""coordinates"":[-99.21850546,19.308618784]}",CDMX,9233,"Hospital Central Sur de Alta Especialidad, PEMEX, Tlalpan"
843,"{""type"":""Point"",""coordinates"":[-99.0171991459999,19.196627092]}",CDMX,8378,"UNAM, Clínica Periférica Milpa Alta, Milpa Alta"
844,"{""type"":""Point"",""coordinates"":[-99.1586719699999,19.292026922]}",CDMX,9236,"Instituto Nacional de Enfermedades Respiratorias, Tlalpan"
845,"{""type"":""Point"",""coordinates"":[-99.153640659,19.2911471100001]}",CDMX,9211,"Instituto Nacional de Cardiología Doctor Ignacio Chávez, Tlalpan"
846,"{""type"":""Point"",""coordinates"":[-99.221156279,19.31224]}",CDMX,9231,"Hospital Ángeles Pedregal, La Magdalena Contreras"
847,"{""type"":""Point"",""coordinates"":[-99.052712333,19.2871932460001]}",CDMX,9272,"Hospital General Tláhuac, Tláhuac"
848,"{""type"":""Point"",""coordinates"":[-99.131531852,19.3074223130001]}",CDMX,9268,"IMSS, Hospital General Regional 32, Coyoacán"
849,"{""type"":""Point"",""coordinates"":[-99.119437917,19.2279925510001]}",CDMX,8380,"Centro de Salud T-III San Mateo Xalpa, Xochimilco"
850,"{""type"":""Point"",""coordinates"":[-99.161092239,19.290710657]}",CDMX,9213,"Doctor Manuel Gea González, Tlalpan"
851,"{""type"":""Point"",""coordinates"":[-99.162584166,19.36053208]}",CDMX,9253,"Hospital General Xoco, Benito Juárez"
852,"{""type"":""Point"",""coordinates"":[-99.2009830919999,19.336460383]}",CDMX,9262,"IMSS, Hospital General de Zona con Medicina Familiar 8 , Álvaro Obregón"
853,"{""type"":""Point"",""coordinates"":[-99.159195273,19.2875698280001]}",CDMX,9228,"Instituto Nacional de Cancerología, Tlalpan"
854,"{""type"":""Point"",""coordinates"":[-99.016657709,19.1937703]}",CDMX,8371,"ISSSTE, Clínica de Medicina Familiar Milpa Alta, Milpa Alta"
855,"{""type"":""Point"",""coordinates"":[-99.072634282,19.187317353]}",CDMX,8392,"Centro de Salud Urbano Área San Pablo Oztotepec, Milpa Alta"
856,"{""type"":""Point"",""coordinates"":[-98.978271562,19.339209215]}",CDMX,9256,"Clínica Hospital Emiliano Zapata, Iztapalapa"
857,"{""type"":""Point"",""coordinates"":[-99.199721256,19.337022511]}",CDMX,9269,"Hospital de Gineco Obstetricia 4, Álvaro Obregón"
858,"{""type"":""Point"",""coordinates"":[-99.051507427,19.199024434]}",CDMX,8393,"Hospital de Urgencias en Pediatría y Maternidad de Jesús, Milpa Alta"
859,"{""type"":""Point"",""coordinates"":[-99.239003302,19.3194319290001]}",CDMX,9270,"Hospital Materno Infantil Magdalena Contreras , La Magdalena Contreras"
860,"{""type"":""Point"",""coordinates"":[-98.998122455,19.265216208]}",CDMX,9273,"Hospital Materno Infantil Tláhuac, Tláhuac"
861,"{""type"":""Point"",""coordinates"":[-99.14067277,19.199143131]}",CDMX,8407,"Hospital Materno Infantil Topilejo, Tlalpan"
862,"{""type"":""Point"",""coordinates"":[-99.161428139,19.296888042]}",CDMX,9234,"Hospital Médica Sur, Tlalpan"
863,"{""type"":""Point"",""coordinates"":[-99.159613701,19.2886457010001]}",CDMX,9210,"Hospital Psiquiátrico Infantil Doctor Juan N. Navarro, Tlalpan"
864,"{""type"":""Point"",""coordinates"":[-99.156569716,19.3019629560001]}",CDMX,9238,"Hospital Shriners para Niños, Coyoacán"
865,"{""type"":""Point"",""coordinates"":[-100.984908787,20.6414163170001]}",Gto.,8476,"SSA, Hospital Comunitario, Santa Cruz de Juventino Rosas"
866,"{""type"":""Point"",""coordinates"":[-100.392677207,20.989337431]}",Gto.,10429,"SSA, Hospital General, San José Iturbide"
867,"{""type"":""Point"",""coordinates"":[-100.530217343,21.295872494]}",Gto.,10852,"IMSS, Hospital General de Subzona No. 20, San Luis de la Paz"
868,"{""type"":""Point"",""coordinates"":[-101.199955001,20.5798045230001]}",Gto.,7636,"PEMEX, Hospital Regional, Salamanca"
869,"{""type"":""Point"",""coordinates"":[-101.215114562,20.575704058]}",Gto.,7646,"IMSS, Hospital General de Zona, Salamanca"
870,"{""type"":""Point"",""coordinates"":[-101.873120137,21.0395858310001]}",Gto.,7575,"SSA, Hospital Comunitario, Purísima del Rincón"
871,"{""type"":""Point"",""coordinates"":[-101.410076325,20.953632783]}",Gto.,8544,"SSA, Hospital General, Silao, Silao de la Victoria"
872,"{""type"":""Point"",""coordinates"":[-101.576451939,21.061468608]}",Gto.,7967,"SSA, Hospital Regional de Alta Especialidad del Bajío, León"
873,"{""type"":""Point"",""coordinates"":[-101.67985032,21.132729596]}",Gto.,8217,"SSA, Hospital General, León"
874,"{""type"":""Point"",""coordinates"":[-100.631020907,20.6056523570001]}",Gto.,106823,"El Hospital, Apaseo el Grande"
875,"{""type"":""Point"",""coordinates"":[-100.835612646,20.5411697490001]}",Gto.,8123,"ISSSTE, Clínica Hospital, Celaya"
876,"{""type"":""Point"",""coordinates"":[-100.684776886,20.550201159]}",Gto.,9142,"SSA, Hospital Comunitario, Apaseo el Grande"
877,"{""type"":""Point"",""coordinates"":[-101.21962491,20.398062968]}",Gto.,7339,"SSA, Hospital General, Valle de Santiago"
878,"{""type"":""Point"",""coordinates"":[-100.722515888,20.039288788]}",Gto.,7000,"IMSS, Hospital General de Zona No. 13, Acámbaro"
879,"{""type"":""Point"",""coordinates"":[-101.367129365,20.688190053]}",Gto.,9413,"ISSSTE, Clínica Hospital, Irapuato"
880,"{""type"":""Point"",""coordinates"":[-100.774447341,20.7368951760001]}",Gto.,8529,"SSA, Hospital Comunitario, Comonfort"
881,"{""type"":""Point"",""coordinates"":[-101.846274476,21.0138590600001]}",Gto.,7519,"SSA, Hospital Comunitario, San Francisco del Rincón"
882,"{""type"":""Point"",""coordinates"":[-101.71649859,21.122841991]}",Gto.,8165,"SSA, Hospital de Especialidades Materno Infantil de León, León"
883,"{""type"":""Point"",""coordinates"":[-100.846225666,20.5255374750001]}",Gto.,8162,"SSA, Hospital General Celaya, Celaya"
884,"{""type"":""Point"",""coordinates"":[-100.907317589,20.2002766260001]}",Gto.,6903,"SSA, Hospital General, Salvatierra"
885,"{""type"":""Point"",""coordinates"":[-101.597129264,21.126237421]}",Gto.,8363,"SSA, Hospital Pediátrico, León"
886,"{""type"":""Point"",""coordinates"":[-101.710351667,21.0403446080001]}",Gto.,110271,"San Pedro del Monte, León"
887,"{""type"":""Point"",""coordinates"":[-101.410446094,20.9468275240001]}",Gto.,8542,"IMSS, Hospital General de Sub Zona No. 54, Silao, Silao de la Victoria"
888,"{""type"":""Point"",""coordinates"":[-100.824046445,20.518603177]}",Gto.,8175,"IMSS, Hospital General de Zona 4, Celaya"
889,"{""type"":""Point"",""coordinates"":[-101.067637131,20.379372458]}",Gto.,7278,"SSA, Hospital Comunitario, Jaral del Progreso"
890,"{""type"":""Point"",""coordinates"":[-100.498910517,20.135791404]}",Gto.,7081,"SSA, Hospital Comunitario Jerécuaro, Jerécuaro"
891,"{""type"":""Point"",""coordinates"":[-101.522655721,20.8708295920001]}",Gto.,10718,"SSA, Hospital Comunitario, Romita"
892,"{""type"":""Point"",""coordinates"":[-100.990385484,20.5109807470001]}",Gto.,8333,"SSA, Hospital Comunitario, Villagrán"
893,"{""type"":""Point"",""coordinates"":[-100.495994824,21.279325192]}",Gto.,10862,"SSA, Hospital General, San Luis de la Paz"
894,"{""type"":""Point"",""coordinates"":[-100.750515057,20.0479223030001]}",Gto.,105894,"Hospital General, Acámbaro"
895,"{""type"":""Point"",""coordinates"":[-98.590036242,17.539846993]}",Gro.,8626,"SSA, Hospital General Tlapa de Comonfort, Tlapa de Comonfort"
896,"{""type"":""Point"",""coordinates"":[-99.245515783,17.4138561710001]}",Gro.,11216,"SSA, Hospital Básico Comunitario, Quechultenango"
897,"{""type"":""Point"",""coordinates"":[-99.330410837,18.2966191690001]}",Gro.,10653,"Hospital General, Huitzuco de los Figueroa"
898,"{""type"":""Point"",""coordinates"":[-98.741937682,17.7781665800001]}",Gro.,10186,"SSA, Hospital Básico Comunitario de Olinalá, Olinalá"
899,"{""type"":""Point"",""coordinates"":[-100.672568099,18.3549894990001]}",Gro.,10050,"SSA, Centro de Salud Ciudad Altamirano, Pungarabato"
900,"{""type"":""Point"",""coordinates"":[-98.38695161,17.468813771]}",Gro.,7535,"Hospital de la Comunidad de Alcozauca de Guerrero, Alcozauca de Guerrero"
901,"{""type"":""Point"",""coordinates"":[-98.5620420979999,17.8115286620001]}",Gro.,7010,"Hospital Básico Comunitario de Huamuxtitlán, Huamuxtitlán"
902,"{""type"":""Point"",""coordinates"":[-98.668841406,17.243417042]}",Gro.,8157,"SSA, Hospital Básico Comunitario de Malinaltepec, Malinaltepec"
903,"{""type"":""Point"",""coordinates"":[-101.53937814,17.6486130170001]}",Gro.,10245,"SSA, Centro de Salud El Embalse, Zihuatanejo de Azueta"
904,"{""type"":""Point"",""coordinates"":[-100.076061055,16.999392745]}",Gro.,10864,"SSA, Hospital General Coyuca de Benítez, Coyuca de Benítez"
905,"{""type"":""Point"",""coordinates"":[-98.4333947329999,16.689220511]}",Gro.,9838,"Hospital General Ometepec, Ometepec"
906,"{""type"":""Point"",""coordinates"":[-100.28345867,18.309427252]}",Gro.,10008,"SSA, Centro de Salud Arcelia, Arcelia"
907,"{""type"":""Point"",""coordinates"":[-98.486856089,17.908548727]}",Gro.,10292,"SSA, Hospital Básico Comunitario Xochihuehuetlán, Xochihuehuetlán"
908,"{""type"":""Point"",""coordinates"":[-100.440120096,17.2038644420001]}",Gro.,10776,"SSA, Hospital General Juventino Rodríguez, Atoyac de Álvarez"
909,"{""type"":""Point"",""coordinates"":[-99.523565621,18.3444106480001]}",Gro.,7531,"Hospital General, Iguala, Iguala de la Independencia"
910,"{""type"":""Point"",""coordinates"":[-98.414088527,16.4803409370001]}",Gro.,9902,"SSA, Hospital Básico Comunitario de Cuajinicuilapa Guerrero, Cuajinicuilapa"
911,"{""type"":""Point"",""coordinates"":[-98.301297856,16.8090769770001]}",Gro.,11092,"SSA, Centro de Salud Tlacoachistlahuaca, Tlacoachistlahuaca"
912,"{""type"":""Point"",""coordinates"":[-100.11843323,17.5385484220001]}",Gro.,10942,"SSA, Centro de Salud Pueblo Viejo, General Heliodoro Castillo"
913,"{""type"":""Point"",""coordinates"":[-99.17997572,17.5922315780001]}",Gro.,10930,"SSA, Hospital General Seguro Popular, Chilapa de Álvarez"
914,"{""type"":""Point"",""coordinates"":[-98.6587602499999,17.7399515180001]}",Gro.,10209,"SSA, Centro de Salud Cualác, Cualác"
915,"{""type"":""Point"",""coordinates"":[-99.5236754379999,18.362650425]}",Gro.,10312,"SSA, Centro de Salud Insurgentes, Iguala de la Independencia"
916,"{""type"":""Point"",""coordinates"":[-100.392852354,18.162950009]}",Gro.,7866,"SSA, Centro de Salud San Miguel Totolapan, San Miguel Totolapan"
917,"{""type"":""Point"",""coordinates"":[-100.552584064,18.215883739]}",Gro.,8344,"SSA, Centro de Salud Villa Nicolás Bravo, Ajuchitlán del Progreso"
918,"{""type"":""Point"",""coordinates"":[-100.474732818,18.4148959570001]}",Gro.,7633,"SSA, Centro de Salud Tlalchapa, Tlalchapa"
919,"{""type"":""Point"",""coordinates"":[-99.466713654,17.360939891]}",Gro.,11078,"SSA, Centro de Salud Acahuizotla, Chilpancingo de los Bravo"
920,"{""type"":""Point"",""coordinates"":[-101.549157411,17.640668055]}",Gro.,10208,"SSA, Centro de Salud Darío Galeana, Zihuatanejo de Azueta"
921,"{""type"":""Point"",""coordinates"":[-99.1746922459999,17.5491358090001]}",Gro.,11107,"SSA, Centro de Salud Santa Catarina, Chilapa de Álvarez"
922,"{""type"":""Point"",""coordinates"":[-100.540567612,18.238665376]}",Gro.,8347,"SSA, Centro de Salud Tlapehuala, Tlapehuala"
923,"{""type"":""Point"",""coordinates"":[-98.935135886,17.71265305]}",Gro.,10975,"SSA, Centro de Salud Ahuacuotzingo, Ahuacuotzingo"
924,"{""type"":""Point"",""coordinates"":[-100.630523783,17.220658008]}",Gro.,10686,"SSA, Hospital Básico Comunitario, Técpan de Galeana"
925,"{""type"":""Point"",""coordinates"":[-97.4390132,20.5544681550001]}",Ver.,11448,"SSA, Hospital Regional de Poza Rica, Poza Rica de Hidalgo"
926,"{""type"":""Point"",""coordinates"":[-99.169416707,19.4513345500001]}",CDMX,9290,"Hospital General Dr. Rubén Leñero, Miguel Hidalgo"
927,"{""type"":""Point"",""coordinates"":[-98.440670424,20.0614151730001]}",Hgo.,12851,"Hospital General de Tulancingo, Santiago Tulantepec de Lugo Guerrero"
928,"{""type"":""Point"",""coordinates"":[-99.635111491,20.53702786]}",Hgo.,5397,"Centro de Salud Rural Concentrado, Tecozautla"
929,"{""type"":""Point"",""coordinates"":[-98.9075156599999,21.158903633]}",Hgo.,5400,"Centro de Salud Rural Concentrado, Chapulhuacán"
930,"{""type"":""Point"",""coordinates"":[-97.459444322,20.529793517]}",Ver.,11449,"PEMEX, Hospital Regional de Pemex de Poza Rica, Poza Rica de Hidalgo"
931,"{""type"":""Point"",""coordinates"":[-98.464338485,19.712875823]}",Hgo.,12855,"Centro de Salud Apan, Apan"
932,"{""type"":""Point"",""coordinates"":[-98.524911464,19.967422222]}",Hgo.,12848,"Centro de Salud de Singuilucan, Singuilucan"
933,"{""type"":""Point"",""coordinates"":[-98.730317446,20.1178348020001]}",Hgo.,12823,"Centro de Salud Dr. Jesús del Rosal, Pachuca de Soto"
934,"{""type"":""Point"",""coordinates"":[-98.770248386,20.0713378610001]}",Hgo.,12828,"Centro Médico Bapeva, Pachuca de Soto"
935,"{""type"":""Point"",""coordinates"":[-98.735345087,20.1209501160001]}",Hgo.,12809,"Centro Médico Privado Sanatorio Ortega, Pachuca de Soto"
936,"{""type"":""Point"",""coordinates"":[-98.744819539,20.1030530080001]}",Hgo.,12830,"Clínica la Paz, Pachuca de Soto"
937,"{""type"":""Point"",""coordinates"":[-98.939446319,21.114786182]}",Hgo.,5412,"Clínica San Rafael, Chapulhuacán"
938,"{""type"":""Point"",""coordinates"":[-98.453823485,19.7108508750001]}",Hgo.,12863,"Cruz Roja Mexicana, Delegación Apan, Apan"
939,"{""type"":""Point"",""coordinates"":[-98.776551216,20.078302675]}",Hgo.,12794,"Hospital del Niño DIF Hidalgo, Pachuca de Soto"
940,"{""type"":""Point"",""coordinates"":[-98.465047458,19.7136658760001]}",Hgo.,12853,"Hospital General del Altiplano, Apan"
941,"{""type"":""Point"",""coordinates"":[-98.722999235,20.1135959710001]}",Hgo.,12821,"Hospital General de Pachuca, Pachuca de Soto"
942,"{""type"":""Point"",""coordinates"":[-98.727688142,20.118686649]}",Hgo.,12822,"Hospital General de Pachuca Campus Arista, Pachuca de Soto"
943,"{""type"":""Point"",""coordinates"":[-100.172910057,26.496517334]}",N.L.,10064,"Hospital General Virginia Ayala de Garza, Sabinas Hidalgo"
944,"{""type"":""Point"",""coordinates"":[-99.194845207,21.0106309400001]}",Hgo.,6472,"Hospital Integral Jacala, Jacala de Ledezma"
945,"{""type"":""Point"",""coordinates"":[-99.1928266739999,21.008170078]}",Hgo.,6475,"Hospital Integral Jacala, Jacala de Ledezma"
946,"{""type"":""Point"",""coordinates"":[-98.776508237,20.0730652660001]}",Hgo.,11978,"Hospital ISSSTE Columba Rivera Osorio, Pachuca de Soto"
947,"{""type"":""Point"",""coordinates"":[-98.77424826,20.1207033490001]}",Hgo.,12827,"Hospital Obstétrico, Pachuca de Soto"
948,"{""type"":""Point"",""coordinates"":[-98.743190152,20.1187623760001]}",Hgo.,12811,"Hospital Sociedad Española de Beneficencia de Pachuca, Pachuca de Soto"
949,"{""type"":""Point"",""coordinates"":[-98.7241021149999,20.1149451250001]}",Hgo.,12812,"IMSS, HGZMF 1, Pachuca, Pachuca de Soto"
950,"{""type"":""Point"",""coordinates"":[-100.92963796,21.159953133]}",Gto.,10721,"IMSS, Unidad de Medicina Familiar No. 12, Dolores Hidalgo, Dolores Hidalgo Cuna de la Independencia Nacional"
951,"{""type"":""Point"",""coordinates"":[-97.455981046,20.5433652670001]}",Ver.,11446,"PEMEX, Clínica Satélite, Poza Rica, Poza Rica de Hidalgo"
952,"{""type"":""Point"",""coordinates"":[-98.730748128,20.1179252220001]}",Hgo.,12824,"Sanatorio Santa María Pachuca, Pachuca de Soto"
953,"{""type"":""Point"",""coordinates"":[-97.438345467,20.5458874760001]}",Ver.,11447,"SSA, Centro de Salud Urbano, Manuel Ávila Camacho, Poza Rica de Hidalgo"
954,"{""type"":""Point"",""coordinates"":[-99.24339097,19.564730336]}",Mex.,9343,"Cruz Roja Mexicana, Atizapán de Zaragoza"
955,"{""type"":""Point"",""coordinates"":[-99.136056793,19.484474108]}",CDMX,9350,"Hospital de Ortopedia Dr. Victorio de la Fuente Narváez, Gustavo A. Madero"
956,"{""type"":""Point"",""coordinates"":[-99.417148507,19.265712745]}",Mex.,8985,"ISEM, Centro de Salud, San Jerónimo Acazulco, Ocoyoacac"
957,"{""type"":""Point"",""coordinates"":[-98.941270161,19.610728781]}",Mex.,7593,"ISEM, Unidad de Hospitalización Tepexpan Dr. Gustavo Baz Prada, Acolman"
958,"{""type"":""Point"",""coordinates"":[-99.67368645,19.2873830880001]}",Mex.,9308,"ISSEMyM, Clínica de Consulta Externa Alfredo del Mazo Vélez, Toluca de Lerdo"
959,"{""type"":""Point"",""coordinates"":[-99.559009084,19.203475537]}",Mex.,9153,"ISEM, CEAPS, San Miguel Chapultepec, Chapultepec"
960,"{""type"":""Point"",""coordinates"":[-99.5850245139999,19.103665388]}",Mex.,9122,"ISEM, Hospital Municipal Mariano Matamoros Bicentenario Tenango del Valle, Tenango del Valle"
961,"{""type"":""Point"",""coordinates"":[-100.020123258,19.0518095950001]}",Mex.,8523,"ISEM, Hospital Municipal, Temascaltepec de González"
962,"{""type"":""Point"",""coordinates"":[-99.843093107,19.9547386900001]}",Mex.,6956,"Centro de Salud Urbano Acambay, Acambay de Ruíz Castañeda"
963,"{""type"":""Point"",""coordinates"":[-100.313083453,18.571265565]}",Mex.,6840,"Hospital Municipal San Pedro Limón, Tlatlaya"
964,"{""type"":""Point"",""coordinates"":[-100.299371137,18.9249100820001]}",Mex.,8040,"ISEM, Hospital Municipal Valerio Trujano Bicentenario, Villa Luvianos, Luvianos"
965,"{""type"":""Point"",""coordinates"":[-100.158301333,18.9036357270001]}",Mex.,8141,"ISEM, Hospital General Miguel Hidalgo y Costilla Bicentenario, Tejupilco"
966,"{""type"":""Point"",""coordinates"":[-99.250775383,19.498895707]}",Mex.,10356,"Hospital Star Médica Lomas Verdes, Naucalpan de Juárez"
967,"{""type"":""Point"",""coordinates"":[-99.018890679,19.594508026]}",Mex.,8399,"ISEM, Hospital General Las Américas, Ecatepec de Morelos"
968,"{""type"":""Point"",""coordinates"":[-99.137038009,19.482661125]}",CDMX,9103,"Hospital Juárez de México, Gustavo A. Madero"
969,"{""type"":""Point"",""coordinates"":[-99.1086142569999,19.7749376840001]}",Mex.,7885,"ISEM, San Pedro de la Laguna, Zumpango"
970,"{""type"":""Point"",""coordinates"":[-100.135681395,19.203030568]}",Mex.,8651,"ISEM, Hospital General, Valle de Bravo"
971,"{""type"":""Point"",""coordinates"":[-99.479463604,19.7279838490001]}",Mex.,8247,"ISEM, Hospital Municipal Villa del Carbón, Villa del Carbón"
972,"{""type"":""Point"",""coordinates"":[-99.011157822,19.200742597]}",CDMX,8381,"Hospital General de Milpa Alta, Milpa Alta"
973,"{""type"":""Point"",""coordinates"":[-99.1287808709999,19.4826614850001]}",CDMX,9345,"IMSS, Hospital General de Zona No. 24 Insurgentes, Gustavo A. Madero"
974,"{""type"":""Point"",""coordinates"":[-99.1376848359999,19.7160699190001]}",Mex.,7901,"ISEM, Centro de Salud Visitación, Melchor Ocampo"
975,"{""type"":""Point"",""coordinates"":[-99.1076301909999,19.3564975850001]}",CDMX,9235,"Hospital Pediátrico Iztapalapa, Iztapalapa"
976,"{""type"":""Point"",""coordinates"":[-98.9948720739999,19.6455997960001]}",Mex.,7518,"ISEM, Unidad de Consulta Externa Ciudad Cuauhtémoc, Ecatepec de Morelos"
977,"{""type"":""Point"",""coordinates"":[-99.6133093609999,19.642665772]}",Mex.,8390,"ISEM, Centro de Salud San Lorenzo Malacota, Morelos"
978,"{""type"":""Point"",""coordinates"":[-99.87484865,19.799349609]}",Mex.,7357,"Clínica Atlacomulco, Atlacomulco"
979,"{""type"":""Point"",""coordinates"":[-99.264640794,19.561182794]}",Mex.,9445,"ISEM, Unidad de Consulta Externa , Colonia México Nuevo, Atizapán de Zaragoza"
